,Acidity,Aftertaste,Aroma,Bag Weight,Balance,Body,Category.One.Defects,Category.Two.Defects,Clean Cup,Color,Company,Country of Origin,Cupper Points,Expiration,Farm Name,Flavor,Grading Date,Harvest Year,ICO Number,In-Country Partner,Mill,Moisture,Number of Bags,Processing Method,Producer,Region,Species,Sweetness,Uniformity,Variety,altitude_high_meters,altitude_low_meters,altitude_mean_meters,quality_score
1111,7.08,7.17,7.33,1 kg,7.0,7.25,0,12,10.0,Green,cafes de naranjal s.a. de c.v,Mexico,7.0,"September 10th, 2013",EL AGUACATE,7.33,"September 10th, 2012",2012,1104367469,AMECAFE,cafes de naranjal s.a. de c.v.,0.12,15,Washed / Wet,MARCO VIRGILIO RAMIREZ TELIZ,veracruz,Arabica,10.0,10.0,Bourbon,1000.0,1000.0,1000.0,80.17
1112,7.33,7.0,7.33,1 kg,7.0,7.0,0,5,10.0,Green,"unex guatemala, s.a.",Guatemala,7.17,"May 24th, 2013",AGROPECUARIA QUIAGRAL,7.33,"May 24th, 2012",2012,11/23/0582,Asociacion Nacional Del Café,beneficio ixchel,0.11,250,Washed / Wet,AGROPECUARIA QUIAGRAL,oriente,Arabica,10.0,10.0,Bourbon,1310.64,1310.64,1310.64,80.17
1113,7.33,7.33,7.58,100 lbs,7.33,7.67,12,1,9.33,,,United States (Hawaii),7.42,"September 21st, 2012",,7.5,"September 22nd, 2011",,,Specialty Coffee Association,,0.05,22,,,kona,Arabica,9.33,9.33,,,,,80.17
1114,7.17,7.0,7.17,60 kg,7.25,7.25,0,5,10.0,Green,carmo coffees,Brazil,7.08,"November 29th, 2018",,7.17,"November 29th, 2017",2017 / 2018,002/1352/0226,Brazil Specialty Coffee Association,cafeco 3,0.11,440,Pulped natural / honey,,mantiqueira de minas,Arabica,10.0,10.0,Bourbon,1100.0,1100.0,1100.0,80.08
1115,7.17,7.25,7.42,60 kg,7.0,7.0,0,0,10.0,Green,宸嶧國際,Taiwan,7.0,"November 23rd, 2015",好自在咖啡莊園,7.25,"November 23rd, 2014",2014,Taiwan台灣,Blossom Valley International,好自在咖啡莊園,0.07,10,Washed / Wet,簡義榮,苗栗泰安,Arabica,10.0,10.0,Typica,850.0,850.0,850.0,80.08
1116,7.25,6.92,7.25,5 lbs,7.25,7.17,0,4,10.0,Green,costco wholesale industries,Nicaragua,7.08,"February 25th, 2015",,7.17,"February 25th, 2014",2013,17,Specialty Coffee Association,,0.1,1,Natural / Dry,,,Arabica,10.0,10.0,,,,,80.08
1117,7.25,7.25,7.25,30 kg,7.0,7.08,0,0,10.0,Green,blossom valley宸嶧國際,Taiwan,7.0,"December 26th, 2014",Sheng he shang pin Coffee 聖荷上品咖啡坊,7.25,"December 26th, 2013",2013/2014,,Blossom Valley International,sheng he shang pin coffee 聖荷上品咖啡坊,0.11,10,Other,Du zheng ru 杜政儒,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Arabica,10.0,10.0,Typica,200.0,200.0,200.0,80.08
1118,7.0,7.25,7.25,30 kg,7.08,7.25,0,0,10.0,Green,blossom valley宸嶧國際,Taiwan,7.0,"December 26th, 2014",A shu she Coffee 阿束社咖啡莊園,7.25,"December 26th, 2013",2013/2014,,Blossom Valley International,a shu she coffee 阿束社咖啡莊園,0.11,10,Washed / Wet,Zheng zhao ming 鄭昭明,changhua baguashan 彰化市八卦山,Arabica,10.0,10.0,Typica,150.0,150.0,150.0,80.08
1119,7.08,7.25,7.25,30 kg,7.08,7.17,0,0,10.0,Green,blossom valley宸嶧國際,Taiwan,7.0,"December 26th, 2014",Wu kun shan Coffee 吳焜山咖啡園,7.25,"December 26th, 2013",2013/2014,,Blossom Valley International,wu kun shan coffee 吳焜山咖啡園,0.11,10,Semi-washed / Semi-pulped,Wu kun shan 吳焜山,changhua baguashan 彰化市八卦山,Arabica,10.0,10.0,Typica,250.0,250.0,250.0,80.08
1120,7.08,7.25,7.33,1 kg,7.08,7.08,0,0,10.0,None,cafeorganico.mx,Mexico,7.08,"September 14th, 2013",EL TABACO,7.17,"September 14th, 2012",2012,1401045726,AMECAFE,"zaragoza itundujia, oaxaca",0.15,13,Washed / Wet,ALBERTA TEODORO ANALCO,zaragoza itundujia,Arabica,10.0,10.0,Typica,1300.0,1300.0,1300.0,80.08
1121,7.17,7.0,7.25,1 kg,7.17,7.33,1,17,10.0,Green,,Mexico,7.08,"August 30th, 2013",,7.08,"August 30th, 2012",2012,0,AMECAFE,,0.14,10,Washed / Wet,FEDERICO PACHECO PEREZ,escuitla,Arabica,10.0,10.0,Typica,1300.0,1300.0,1300.0,80.08
1122,7.08,6.92,7.33,69 kg,7.17,7.42,0,5,10.0,Green,"comercial internacional exportadora, s.a.",Nicaragua,7.0,"June 13th, 2018",SANTA MATILDE,7.08,"June 13th, 2017",2017,017/001/1638,Instituto Hondureño del Café,beneficio san carlos,0.1,275,Washed / Wet,RONALDO LACAYO CARDENAL,jinotega,Arabica,10.0,10.0,Caturra,1250.0,1250.0,1250.0,80.0
1123,7.42,7.0,7.17,2 kg,7.0,7.17,0,4,10.0,Green,ngu shwe li coffee estate,Myanmar,6.92,"July 16th, 2016",Doe Kwin,7.33,"July 17th, 2015",2015,Unspecified,Coffee Quality Institute,ngu shwe li coffee estate,0.0,1,Washed / Wet,Ngu Shwe Li Coffee Estate,"doe kwin, pyin oo lwin",Arabica,10.0,10.0,Other,3845.0,3845.0,3845.0,80.0
1124,7.5,7.42,7.58,2 kg,7.5,7.5,0,2,8.67,Green,globus coffee,Mexico,7.42,"May 1st, 2015",various small farms,7.75,"May 1st, 2014",2014,0016-2050-0001,Specialty Coffee Association,productores de cafes especiales sc,0.0,280,Washed / Wet,various small producers,"sierra fraylesca, chiapas",Arabica,10.0,8.67,Typica,1500.0,1300.0,1400.0,80.0
1125,7.0,7.25,7.25,30 kg,7.0,7.25,0,0,10.0,Green,blossom valley宸嶧國際,Taiwan,7.0,"December 26th, 2014",Zhang li hong Coffee 張立宏咖啡莊園,7.25,"December 26th, 2013",2013/2014,,Blossom Valley International,zhang li hong coffee 張立宏咖啡莊園,0.11,10,Washed / Wet,Zhang xian tong 張献銅,changhua baguashan 彰化市八卦山,Arabica,10.0,10.0,Typica,250.0,250.0,250.0,80.0
1126,7.42,7.08,7.33,1 kg,7.08,7.42,0,0,10.0,Green,doi tung development project,Thailand,7.0,"May 29th, 2014",Doi Tung Development Project,6.67,"May 29th, 2013",2012,10589010,Specialty Coffee Association,doi tung development project,0.0,2,Washed / Wet,Doi Tung Development Project,thailand,Arabica,10.0,10.0,,800.0,800.0,800.0,80.0
1127,7.17,7.08,7.25,1 kg,7.33,7.33,0,9,10.0,Green,,Mexico,7.25,"September 10th, 2013","LA ORDUÑA, COATEPEC, VERACRUZ",7.25,"September 10th, 2012",2012,1104362940,AMECAFE,alcafe s.a. de c.v,0.12,20,Washed / Wet,PABLO ENRIQUE MARTINEZ GAMA,coatepec,Arabica,10.0,9.33,Typica,1250.0,1250.0,1250.0,80.0
1128,7.33,7.0,7.08,1 kg,7.0,7.08,0,12,10.0,Green,,Mexico,7.17,"September 4th, 2013","SANTA CLARA, CALIFORNIA Y CAMILA",7.33,"September 4th, 2012",2012,0,AMECAFE,finca camila,0.11,256,Washed / Wet,SEMIRAMIS CASAS VELAZQUEZ,san miguel del puerto,Arabica,10.0,10.0,Other,1100.0,1100.0,1100.0,80.0
1129,7.92,7.5,7.42,6,7.58,7.75,0,2,9.33,,,Ethiopia,7.75,"June 17th, 2011","Phone number | 0911-51-08-01, Email | at",7.42,"June 17th, 2010",2010,010/0170,Ethiopia Commodity Exchange,,0.05,300,,Contact name | ATO Teshome Belamo,limu,Arabica,8.67,8.67,,,,,80.0
1130,7.75,7.58,7.83,2 kg,7.17,7.83,0,1,10.0,Green,federacion nacional de cafeteros,Colombia,7.42,"April 22nd, 2016",,7.67,"April 23rd, 2015",2015,03-01-2700,Almacafé,,0.0,275,Washed / Wet,,huila,Arabica,10.0,6.67,,,,,79.92
1131,6.92,7.0,7.5,100 kg,7.17,7.33,1,3,10.0,Green,kona pacific farmers cooperative,United States (Hawaii),7.0,"May 12th, 2015",,7.0,"May 12th, 2014",2014,KP022414,Specialty Coffee Association,,0.11,12,Natural / Dry,,kona,Arabica,10.0,10.0,Hawaiian Kona,,,,79.92
1132,7.33,7.08,7.33,1 kg,7.17,7.42,0,4,10.0,Green,"finca triunfo verde, s.c.",Mexico,7.17,"March 29th, 2014",VARIAS COMUNIDADES,7.08,"March 29th, 2013",2013,2406,AMECAFE,productores de cafes especiales sc,0.12,400,Washed / Wet,VARIOS PRODUCTORES,chiapas,Arabica,10.0,9.33,Bourbon,1300.0,1300.0,1300.0,79.92
1133,7.25,6.92,7.17,1 kg,7.08,7.33,1,7,10.0,Green,industrializadora de kaffee andes s.a. de c.v.,Mexico,7.0,"September 11th, 2013",FINCA BUENOS AIRES,7.17,"September 11th, 2012",2012,1506558878,AMECAFE,finca la fortuna,0.12,10,Washed / Wet,MARTHA PALACIOS,"motozintla, chiapas",Arabica,10.0,10.0,Other,1100.0,1100.0,1100.0,79.92
1134,7.17,7.0,7.5,1 kg,7.08,7.25,0,0,10.0,,,Mexico,6.75,"August 30th, 2013",RANCHO SAN FRANCISCO III,7.17,"August 30th, 2012",2012,1506729960,AMECAFE,ecc beneficio veracruz,0.0,82,Washed / Wet,DELMAR MORENO GUILLEN,veracruz,Arabica,10.0,10.0,Bourbon,1100.0,1100.0,1100.0,79.92
1135,7.08,7.08,7.17,1 kg,7.33,7.5,0,3,10.0,Green,,Mexico,7.33,"July 26th, 2013",FINCA MONTEGRANDE,7.08,"July 26th, 2012",2012,0,AMECAFE,"finca montegrande, jaltenango",0.11,250,Washed / Wet,MARIA ELENA TERESA FERNANDEZ CEJA,jaltenango,Arabica,10.0,9.33,Catuai,1100.0,1100.0,1100.0,79.92
1136,7.42,7.0,7.33,1 kg,7.17,7.17,0,6,10.0,Green,,Mexico,7.25,"July 11th, 2013",FINCA LA ORDUÑA,7.25,"July 11th, 2012",2012,1104362940,AMECAFE,"finca la orduña, coatepec, ver.",0.12,100,Natural / Dry,PABLO ENRIQUE MARTINEZ GAMA,coatepec,Arabica,10.0,9.33,Typica,1250.0,1250.0,1250.0,79.92
1137,7.58,7.08,7.17,1 kg,7.08,7.33,0,0,9.33,Green,cafetalera la asunción s.a. de c.v.,Mexico,7.0,"July 11th, 2013",FINCA HUEHUETECPAN,7.33,"July 11th, 2012",2012,1104387103,AMECAFE,"cosautlan de carvajal, veracruz, méxico",0.11,209,Washed / Wet,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,veracruz,Arabica,10.0,10.0,Mundo Novo,1250.0,1250.0,1250.0,79.92
1138,7.42,7.58,7.5,100 lbs,7.58,7.5,3,0,8.67,,,United States (Hawaii),7.58,"September 21st, 2012",,7.42,"September 22nd, 2011",,,Specialty Coffee Association,,0.05,40,,,kona,Arabica,10.0,8.67,,,,,79.92
1139,7.17,7.0,7.0,12000 kg,7.25,7.25,0,5,10.0,,taylor winch (coffee) ltd,Kenya,7.08,"August 25th, 2018",YARA ESTATE / BENVAR ESTATE,7.08,"August 25th, 2017",2017,37-0985-4045,Kenya Coffee Traders Association,sasini mills / thika cofee mills,0.11,200,Washed / Wet,YARA / BENVAR,kiambu,Arabica,10.0,10.0,SL34,1500.0,1500.0,1500.0,79.83
1140,7.33,6.92,7.33,69 kg,7.33,7.25,0,2,10.0,Green,"unex guatemala, s.a.",Guatemala,7.08,"August 22nd, 2018",PIAMONTE,7.25,"August 22nd, 2017",2017,11/23/0639,Asociacion Nacional Del Café,beneficio ixchel,0.1,50,Washed / Wet,JORGE LEAL,san marcos,Arabica,10.0,9.33,Bourbon,1700.0,1700.0,1700.0,79.83
1141,6.92,7.17,6.83,2 kg,7.08,7.5,0,0,10.0,Green,asociación aldea global jinotega,Nicaragua,7.17,"March 29th, 2016",Asociación Aldea Global Jinotega,7.17,"March 30th, 2015",2014,017/191/488,Asociación de Cafés Especiales de Nicaragua,beneficio soppexcca,0.11,75,Washed / Wet,Asociación Aldea Global Jinotega,jinotega,Arabica,10.0,10.0,Caturra,1250.0,1250.0,1250.0,79.83
1142,7.25,7.0,7.17,1 kg,7.0,7.5,0,3,10.0,Green,,Mexico,6.83,"July 11th, 2013",LA CUCHILLA,7.08,"July 11th, 2012",2012,1104276076,AMECAFE,cafetalera la cuchilla,0.12,250,Washed / Wet,CIRO DE LA VEQUIA CESSA,veracruz,Arabica,10.0,10.0,Typica,1300.0,1300.0,1300.0,79.83
1143,7.17,6.83,7.58,100 lbs,7.17,7.5,7,10,10.0,Blue-Green,kona pacific farmers cooperative,United States (Hawaii),7.17,"April 5th, 2013",,7.08,"April 5th, 2012",2012,HDOA 220468 Kona Prime,Specialty Coffee Association,,0.12,12,Natural / Dry,,kona,Arabica,10.0,9.33,Hawaiian Kona,,,,79.83
1144,7.58,7.25,7.5,69 kg,7.42,7.33,0,1,9.33,Green,"unex guatemala, s.a.",Guatemala,7.25,"June 22nd, 2018",LA ESPERANZA,7.42,"June 22nd, 2017",2016,11/23/0507,Asociacion Nacional Del Café,beneficio ixchel,0.1,25,Washed / Wet,"AGRICOLA EL PILAR, S.A.",oriente,Arabica,9.33,9.33,Bourbon,190164.0,190164.0,190164.0,79.75
1145,7.33,7.17,7.75,50 kg,7.83,7.67,0,0,9.33,,"red on tree co., ltd.",Taiwan,7.33,"March 20th, 2016",Ka-vulungan Coffee Estate,7.33,"March 21st, 2015",2014,Taiwan,Specialty Coffee Association,ka-vulungan coffee estate,0.0,28,Natural / Dry,Wei-Chieh ( Jack ) Hua,"taiwu township , pingtung county 屏東縣泰武鄉",Arabica,8.67,9.33,Typica,1200.0,800.0,1000.0,79.75
1146,7.0,7.25,7.08,20 kg,7.17,7.17,0,0,10.0,Blue-Green,"red on tree co., ltd.",Taiwan,7.0,"July 28th, 2015",Baijiada Coffee Farm佰加達咖啡莊園,7.08,"July 28th, 2014",2013,Taiwan,Specialty Coffee Association,baijiada coffee farm佰加達咖啡莊園,0.1,50,Washed / Wet,LIN REN FU 林人富,"baihe dist., tainan city 臺南市白河區",Arabica,10.0,10.0,Typica,700.0,500.0,600.0,79.75
1147,7.5,6.92,7.25,1 kg,6.92,7.08,0,0,10.0,Green,doi tung development project,Thailand,7.0,"June 16th, 2015",,7.08,"June 16th, 2014",2013,10703510,Specialty Coffee Association,doi tung development project,0.12,1,Washed / Wet,Doi Tung Development Project,thailand,Arabica,10.0,10.0,,800.0,800.0,800.0,79.75
1148,7.25,7.0,7.0,5 lbs,7.42,7.5,1,2,10.0,Green,sustainable harvest,Peru,7.17,"January 23rd, 2015",,7.08,"January 23rd, 2014",2013,030-0595-0508,Specialty Coffee Association,,0.12,320,Washed / Wet,,huanuco,Arabica,10.0,9.33,,,,,79.75
1149,7.75,7.67,7.58,2 kg,7.58,7.67,0,4,8.0,Bluish-Green,the coffee source inc.,Costa Rica,8.0,"September 23rd, 2014",Several,7.5,"September 23rd, 2013",2013,5-066-038,Specialty Coffee Association,coopeagri,0.1,275,Washed / Wet,Coopeagri,brunca,Arabica,10.0,8.0,Catuai,1100.0,1100.0,1100.0,79.75
1150,7.0,7.0,7.58,1 kg,6.92,7.5,0,4,10.0,Green,union ramal santa cruz spr de ri,Mexico,6.67,"March 29th, 2014",UNION RAMAL SANTA CRUZ,7.08,"March 29th, 2013",2013,2496,AMECAFE,union ramal santa cruz,0.12,310,Washed / Wet,UNION RAMAL SANTA CRUZ,"la concordia, chiapas",Arabica,10.0,10.0,Typica,1400.0,1400.0,1400.0,79.75
1151,7.58,6.92,7.58,1 kg,6.92,7.5,0,4,9.33,Green,comon yaj noptic s. de ss,Mexico,6.83,"March 29th, 2014",COMONYAJ NOPTIC S DE SS,7.08,"March 29th, 2013",2013,0,AMECAFE,,0.13,275,Washed / Wet,COMONYAJ NOPTIC S DE SS,chiapas,Arabica,10.0,10.0,Bourbon,1022.0,1022.0,1022.0,79.75
1152,7.17,7.0,7.25,1 kg,7.08,7.17,0,5,10.0,Green,"finca triunfo verde, s.c.",Mexico,7.0,"March 29th, 2014",VARIAS COUNIDADES,7.08,"March 29th, 2013",2013,2406,AMECAFE,productores de cafes especiales sc,0.12,380,Washed / Wet,VARIOS PRODUCTORES,chiapas,Arabica,10.0,10.0,Bourbon,1300.0,1300.0,1300.0,79.75
1153,7.08,7.17,7.25,1 kg,7.0,7.17,0,0,10.0,None,cafeorganico.mx,Mexico,6.92,"September 14th, 2013",PEÑA NEGRA,7.17,"September 14th, 2012",2012,0,AMECAFE,"zaragoza itundujia, oaxaca",0.14,12,Washed / Wet,MINERVA ZUÑIGA GARCIA,zaragoza itundujia,Arabica,10.0,10.0,Bourbon,1450.0,1450.0,1450.0,79.75
1154,7.08,7.0,7.33,1 kg,7.0,7.08,1,22,10.0,Green,ecomtrading,Mexico,7.0,"September 4th, 2013",EL VERGEL,7.25,"September 4th, 2012",2012,1405811686,AMECAFE,amsa oaxaca,0.1,250,Washed / Wet,ANGEL GONZALES,pochutla,Arabica,10.0,10.0,Typica,1050.0,1050.0,1050.0,79.75
1155,7.33,7.5,7.58,69 kg,7.33,7.0,0,4,9.33,Green,lusso coffee lab,Guatemala,7.67,"July 23rd, 2013",Genuine Antigua Medina,7.33,"July 23rd, 2012",2012,FINCA MEDINA 11/11711/01-LOGO APCA,Specialty Coffee Association,,0.0,275,Washed / Wet,Jorge Bolanos,antigua,Arabica,9.33,9.33,Bourbon,,,,79.75
1156,7.08,6.92,7.25,1 kg,7.08,7.25,0,7,10.0,,cafe montegrande,Mexico,7.33,"June 6th, 2013",FINCA MONTE GRANDE,6.83,"June 6th, 2012",2012,1506622214,AMECAFE,,0.12,36,Washed / Wet,ALFREDO MOISES CEJA,tuxtla gutierrez,Arabica,10.0,10.0,Typica,1100.0,1100.0,1100.0,79.75
1157,7.58,7.25,7.42,69 kg,7.33,7.42,0,1,9.33,Green,"unex guatemala, s.a.",Guatemala,7.25,"June 22nd, 2018",LA ESMERALDA,7.42,"June 22nd, 2017",2016,11/23/0508,Asociacion Nacional Del Café,beneficio ixchel,0.1,25,Washed / Wet,JESUS RAMIREZ,oriente,Arabica,9.33,9.33,Bourbon,1219.2,1219.2,1219.2,79.67
1158,6.83,7.0,7.25,69 kg,7.17,7.33,0,12,10.0,Bluish-Green,consejo salvadoreño del café,El Salvador,7.0,"March 23rd, 2018",La Montaña,7.08,"March 23rd, 2017",2016,9,Salvadoran Coffee Council,sociedad cooperativa de cafetaleros de ciudad barrios de r.l.,0.0,275,Washed / Wet,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,cacahuatique,Arabica,10.0,10.0,Bourbon,1250.0,1250.0,1250.0,79.67
1159,7.42,6.83,6.92,1 kg,7.08,7.17,0,0,10.0,Blue-Green,doi tung development project,Thailand,7.08,"June 16th, 2015",,7.17,"June 16th, 2014",2013,10703510,Specialty Coffee Association,doi tung development project,0.12,1,Washed / Wet,Doi Tung Development Project,thailand,Arabica,10.0,10.0,,800.0,800.0,800.0,79.67
1160,7.08,6.83,7.5,69 kg,7.17,7.08,0,6,10.0,Green,"unex guatemala, s.a.",Guatemala,7.0,"June 27th, 2014",LA CASTELLANA,7.0,"June 27th, 2013",2013,11/23/0957,Asociacion Nacional Del Café,beneficio ixchel,0.11,250,Washed / Wet,AGRIPEC DE LA VEGA Y CIA.,oriente,Arabica,10.0,10.0,Bourbon,1310.64,1310.64,1310.64,79.67
1161,7.58,6.83,7.42,1 kg,6.58,7.17,0,6,10.0,Green,union ramal santa cruz spr de ri,Mexico,6.83,"March 29th, 2014",UNION RAMAL SANTA CRUZ,7.25,"March 29th, 2013",2013,2496,AMECAFE,union ramal santa cruz,0.12,310,Washed / Wet,UNION RAMAL SANTA CRUZ,"la concordia, chiapas",Arabica,10.0,10.0,Typica,1400.0,1400.0,1400.0,79.67
1162,6.75,7.0,7.33,1 kg,7.0,7.08,5,6,10.0,None,,Mexico,7.33,"September 27th, 2013",EL ENCINAL,7.17,"September 27th, 2012",2012,1702807163,AMECAFE,en el progreso,0.13,10,Washed / Wet,"GOMEZ GRANILLO, VERONICO","tenango de doria, hidalgo",Arabica,10.0,10.0,Caturra,975.0,975.0,975.0,79.67
1163,7.17,7.17,6.92,1 kg,7.08,7.08,0,9,10.0,,ecomtrading,Mexico,7.08,"June 4th, 2013",CONSOLAPA,7.17,"June 4th, 2012",2012,1104363350,AMECAFE,,0.0,253,Washed / Wet,CECILIA AVILA CAMBEROS,"coatepec, coatepec",Arabica,10.0,10.0,Mundo Novo,1264.0,1264.0,1264.0,79.67
1164,7.0,7.0,7.17,1 lbs,6.92,7.25,1,0,10.0,,,Thailand,7.17,"April 9th, 2011",Doi Tung Development Project,7.17,"April 9th, 2010",,,Specialty Coffee Association,,0.0,5,,Doi Tung Development Project,,Arabica,10.0,10.0,Peaberry,,,,79.67
1165,7.33,6.92,7.08,1 kg,7.08,7.25,0,11,10.0,None,cafetera el grande s.a. de c.v.,Mexico,6.92,"September 17th, 2013",TEPETZINGO,7.0,"September 17th, 2012",2012,1104379888,AMECAFE,monte blanco,0.12,50,Washed / Wet,ROGELIO JACOME MORALES,tepetzingo,Arabica,10.0,10.0,Typica,1250.0,1250.0,1250.0,79.58
1166,7.33,6.92,7.25,1 kg,7.0,7.25,0,5,10.0,Green,beneficio custepec s.a. de c.v.,Mexico,6.92,"August 30th, 2013",,6.92,"August 30th, 2012",2012,2676,AMECAFE,finca custepec,0.13,250,Washed / Wet,ARMANDO LUIS POHLENZ MARTINEZ,la concordia,Arabica,10.0,10.0,Caturra,1550.0,1550.0,1550.0,79.58
1167,6.75,7.0,7.25,70 kg,7.33,7.17,0,4,10.0,,,Colombia,6.92,"February 9th, 2012",,7.17,"February 9th, 2011",4T/10,3-68-0153,Almacafé,trilladora bonanza - armenia quindioa,0.1,250,,,huila,Arabica,10.0,10.0,,1800.0,1800.0,1800.0,79.58
1168,7.33,6.83,7.08,69 kg,7.0,7.25,1,19,10.0,,,Guatemala,7.08,"January 13th, 2012",La Igualdad,7.0,"January 13th, 2011",2009/2010,11-194-0008,Specialty Coffee Association,concepcion,0.17,223,,Federico Weller,"chuva, san marcos",Arabica,10.0,10.0,,1584.96,1066.8,1325.88,79.58
1169,7.42,7.0,6.92,69 kg,7.0,7.25,0,6,10.0,Green,cooperativa el gorrion r.l,Nicaragua,7.0,"July 5th, 2016",Las Nubes,6.92,"July 6th, 2015",2015,017/176/160,Asociación de Cafés Especiales de Nicaragua,,0.12,275,Natural / Dry,Cooperativa de Servicio Múltiples el Gorrión R.L,jinotega,Arabica,10.0,10.0,Caturra,1050.0,1050.0,1050.0,79.5
1170,7.0,7.17,6.92,2 kg,7.0,7.42,0,1,10.0,,blossom valley宸嶧國際,Taiwan,7.0,"May 22nd, 2016",Su-Zhen Huang 黃素真,7.0,"May 23rd, 2015",2014,none,Blossom Valley International,黑咖啡道咖啡,0.0,10,Natural / Dry,張素真,nantou,Arabica,10.0,10.0,Typica,700.0,700.0,700.0,79.5
1171,7.42,7.42,7.83,70 kg,7.5,7.67,0,2,6.67,Green,exportadora de cafe condor s.a,Colombia,7.5,"June 21st, 2014",,7.5,"June 21st, 2013",2013,68-0197,Almacafé,trilladora boananza,0.0,250,Washed / Wet,,cundinamarca,Arabica,10.0,10.0,Caturra,1550.0,1550.0,1550.0,79.5
1172,7.25,6.92,7.25,1 kg,7.08,7.58,1,20,10.0,Green,beneficio custepec s.a. de c.v.,Mexico,7.0,"August 1st, 2013",,7.08,"August 1st, 2012",2012,2676,AMECAFE,finca custepec,0.12,250,Washed / Wet,ARMANDO LUIS POHLENZ MARTINEZ,la concordia,Arabica,10.0,9.33,Caturra,1550.0,1550.0,1550.0,79.5
1173,7.25,7.0,7.25,1 kg,7.17,7.17,0,5,10.0,Bluish-Green,,Mexico,7.0,"July 11th, 2013",CASA BLANCA,7.33,"July 11th, 2012",2012,145092,AMECAFE,,0.12,127,Washed / Wet,MARIA DE LA LUZ SANCHEZ TODD,"coatepec, coatepec",Arabica,10.0,9.33,Typica,1100.0,1100.0,1100.0,79.5
1174,7.58,7.25,7.08,69 kg,7.42,7.33,0,2,9.33,Green,"unex guatemala, s.a.",Guatemala,7.42,"May 13th, 2015",EL PAPATURRO,7.33,"May 13th, 2014",2013,11/23/0358,Asociacion Nacional Del Café,beneficio ixchel,0.1,250,Washed / Wet,AMILCAR LAPOLA,oriente,Arabica,9.33,9.33,Bourbon,1219.2,1219.2,1219.2,79.42
1175,7.0,6.83,7.25,69 kg,7.17,7.0,1,4,10.0,Green,outspan guatemala s.a.,Guatemala,6.83,"March 31st, 2015",VARIAS,7.33,"March 31st, 2014",2014,11-951-136,Asociacion Nacional Del Café,las americas,0.1,275,Washed / Wet,VARIOS,oriente,Arabica,10.0,10.0,Other,1219.2,1219.2,1219.2,79.42
1176,7.42,6.83,7.0,1 kg,7.17,7.33,0,30,10.0,Green,cafessisimo compañia s.a. de c.v.,Mexico,6.83,"September 11th, 2013",CRE-LEG L-4,6.83,"September 11th, 2012",2012,0,AMECAFE,cre-leg beneficio,0.13,10,Washed / Wet,ADRIANA TORRES RICO QUEVEDO,xicotepec de juarez,Arabica,10.0,10.0,Typica,800.0,800.0,800.0,79.42
1177,7.0,6.83,7.42,1 kg,7.08,7.33,1,2,10.0,Bluish-Green,royal 1750 coffee,Cote d?Ivoire,7.08,"June 6th, 2018",CNRA Station of Divo,7.25,"June 6th, 2017",2016,,Specialty Coffee Association,cnra station of divo,0.13,2,Washed / Wet,CNRA,cnra station of divo,Arabica,10.0,9.33,,200.0,200.0,200.0,79.33
1178,7.25,6.75,7.42,3 lbs,7.25,7.42,0,3,9.33,Green,the coffee source inc.,Colombia,7.33,"January 8th, 2015",Several,7.25,"January 8th, 2014",2013,3-279-390,Specialty Coffee Association,spot,0.0,250,Washed / Wet,Spot,pereira,Arabica,10.0,9.33,Caturra,1200.0,1200.0,1200.0,79.33
1179,7.33,6.83,7.0,1 kg,6.92,7.42,0,23,10.0,None,,Mexico,6.83,"September 17th, 2013",EL ENCANTO,7.0,"September 17th, 2012",2012,1104340088,AMECAFE,"el olvido, zentla, veracruz",0.14,30,Washed / Wet,ERIC JESUS CORDOBA ARROYO,zentla,Arabica,10.0,10.0,Typica,950.0,950.0,950.0,79.33
1180,7.17,7.08,7.42,1 kg,7.08,7.08,0,19,10.0,Green,,Mexico,7.0,"September 10th, 2013",LA GLORIA,7.17,"September 10th, 2012",2012,1104275271,AMECAFE,"el olvido, zentla, veracruz",0.14,50,Washed / Wet,ANTONIO CORDOBA MURILLO,zentla,Arabica,10.0,9.33,Typica,750.0,750.0,750.0,79.33
1181,7.25,6.33,7.17,1 kg,7.33,7.58,0,6,10.0,Green,"unex guatemala, s.a.",Guatemala,7.17,"January 12th, 2013",Conquista/ Morito,6.5,"January 13th, 2012",2012,11/23/0122,Asociacion Nacional Del Café,beneficio ixchel,0.11,250,Washed / Wet,Conquista/ Morito,oriente,Arabica,10.0,10.0,Bourbon,,,,79.33
1182,7.25,6.83,7.08,20 kg,7.08,7.42,0,0,10.0,Blue-Green,"red on tree co., ltd.",Taiwan,6.75,"November 7th, 2015",BaiShenCun Coffee Farm百勝村咖啡莊園,6.83,"November 7th, 2014",2014,Taiwan,Specialty Coffee Association,baishengcun coffee 百勝村咖啡莊園,0.11,50,Washed / Wet,WU SHU YI 巫叔憶,natou county,Arabica,10.0,10.0,Typica,850.0,850.0,850.0,79.25
